pool_index,image_id,tp,fp,fn,gt
1139,2db969d6b.jpg,81567,9611,3532,85099
1140,a2337ccb3.jpg,12892,9883,2582,15474
1141,1eb697fe5.jpg,609,0,5199,5808
1142,f4077b312.jpg,5567,5887,192,5759
1143,b8b4d7133.jpg,6585,8564,5856,12441
1144,9271c7e3d.jpg,2778,3517,0,2778
1145,ec0e3a1c2.jpg,190,3020,84,274
1146,94aad1346.jpg,72196,14187,527,72723
1147,adf5fdfe2.jpg,20625,4876,63,20688
1148,b56de2940.jpg,3961,3610,3801,7762
1149,dc702eb04.jpg,47702,4813,3504,51206
1150,2d8cef5f6.jpg,12326,2377,791,13117
1151,a187d1897.jpg,5840,576,3987,9827
1152,a67df9196.jpg,2140,666,674,2814
1153,9eaaf83d7.jpg,3779,991,529,4308
1154,bdb24ff3b.jpg,2066,127,1460,3526
1155,848b66095.jpg,75415,3008,5509,80924
1156,5b9b3c297.jpg,37865,9147,12032,49897
1157,91b250f41.jpg,4209,4305,1473,5682
1158,acc4098ce.jpg,1020,2836,0,1020
1159,06d0fbb0c.jpg,7761,886,1502,9263
1160,bc136ed5c.jpg,6596,2866,1844,8440
1161,b1e3c11ad.jpg,38850,2361,1486,40336
1162,a045e21e6.jpg,12601,390,2342,14943
1163,f8eb9b938.jpg,6260,18,1292,7552
1164,25c940a74.jpg,26734,1035,3589,30323
1165,fec86da3c.jpg,0,6436,1614,1614
1166,c646462b5.jpg,22960,10515,3407,26367
1167,e2c4275d6.jpg,1468,3623,0,1468
1168,3ae2f43e5.jpg,0,5145,5378,5378
1169,0b8775632.jpg,12558,1303,5237,17795
1170,594e2b83f.jpg,11483,706,2757,14240
1171,bfd93cc8c.jpg,48181,8702,20071,68252
1172,3cfa559c3.jpg,27417,7408,5576,32993
1173,a922818e9.jpg,10760,4293,17890,28650
1174,35d142883.jpg,16576,21607,1188,17764
1175,7668b7312.jpg,96160,12165,5346,101506
1176,00e0398ad.jpg,58115,2248,38113,96228
1177,8bdf6cee5.jpg,2768,417,413,3181
1178,cf7dbc448.jpg,15097,167,3847,18944
1179,e5b65b5ec.jpg,1150,1572,1016,2166
1180,8aacab1a1.jpg,42050,5560,2561,44611
1181,1c19efedd.jpg,55349,12570,168,55517
1182,5ba43097d.jpg,396,7041,2393,2789
1183,aeaa1deef.jpg,2668,1540,7357,10025
1184,8fbd70ddf.jpg,2395,1103,71,2466
1185,85b8f9d06.jpg,5952,466,4132,10084
1186,8ce8ed455.jpg,550,28,1272,1822
1187,d02f1b229.jpg,2598,2715,2872,5470
1188,567578f1b.jpg,2908,628,7729,10637
1189,b6f5f2414.jpg,16168,7451,2939,19107
1190,bf3db21e9.jpg,29854,2233,10675,40529
1191,622086df1.jpg,38964,8799,13849,52813
1192,87ebb9d4f.jpg,26134,3695,6717,32851
1193,38aeffe92.jpg,4625,3344,7662,12287
1194,e81ee8548.jpg,98147,14961,4324,102471
1195,49d1ff5e2.jpg,47228,8283,5258,52486
1196,9725a81d1.jpg,4552,3392,4302,8854
1197,16a50624d.jpg,25689,14286,785,26474
1198,23115ad3a.jpg,5949,921,6359,12308
1199,e690329c1.jpg,12888,2353,1218,14106
1200,eabd4acaa.jpg,0,0,570,570
1201,6c6b4fb36.jpg,10203,593,1769,11972
1202,0bb37f2aa.jpg,777,6111,1714,2491
1203,2c56741a3.jpg,13755,797,8317,22072
1204,232256b21.jpg,3475,893,3893,7368
1205,af4d2ee24.jpg,153516,3601,10392,163908
1206,77343ffda.jpg,147822,9798,12263,160085
1207,49c24c9a8.jpg,2920,1211,3452,6372
1208,674be7ddd.jpg,2540,593,6207,8747
1209,6ac1c730f.jpg,2984,184,489,3473
1210,09d4ee8a5.jpg,9425,525,1856,11281
1211,bc7ce8f4d.jpg,7186,537,7041,14227
1212,afd3f856d.jpg,3803,2247,14,3817
1213,13067c801.jpg,9641,582,703,10344
1214,43d7e6da0.jpg,26837,24184,3010,29847
1215,3c79d2e28.jpg,5013,55,5611,10624
1216,02d8c6b30.jpg,13253,735,2214,15467
1217,5757100f0.jpg,9373,7151,826,10199
1218,f297f6838.jpg,1740,8482,0,1740
1219,92f49dcb1.jpg,3683,1887,0,3683
1220,221f866cc.jpg,3205,415,1198,4403
1221,3c5e34bfa.jpg,0,4072,1320,1320
1222,b6b66ca8c.jpg,36972,8211,7596,44568
1223,b613acfb7.jpg,378,1134,834,1212
1224,1f5cd4df7.jpg,30416,647,15776,46192
1225,4e9055d9e.jpg,3754,3362,577,4331
1226,ecca5b079.jpg,21584,2929,7660,29244
1227,a3714aefc.jpg,8093,978,3104,11197
1228,64c16a1c2.jpg,181741,26508,9286,191027
1229,7c5918274.jpg,9625,1689,13091,22716
1230,2f8559032.jpg,23385,5667,733,24118
1231,ac461b596.jpg,8875,2243,330,9205
1232,5afa3d1e3.jpg,54593,9472,7807,62400
1233,527d11e5a.jpg,1140,678,177,1317
1234,40b90abe8.jpg,6712,990,669,7381
1235,79c106c42.jpg,11406,1161,1672,13078
1236,2b0055ed4.jpg,2414,1432,85,2499
1237,1c75c4ebd.jpg,12502,3236,220,12722
1238,8e08d9cd6.jpg,617,241,5161,5778
1239,cef371355.jpg,1727,24,3468,5195
1240,8b4657500.jpg,2540,61,192,2732
1241,93851869f.jpg,15498,2436,12298,27796
1242,7bb3640ce.jpg,324,284,8640,8964
1243,c9cd221c5.jpg,44283,704,9579,53862
1244,1ea25d4fa.jpg,31595,5051,5929,37524
1245,cf8e21964.jpg,4918,955,256,5174
1246,19f00abbf.jpg,10959,8743,0,10959
1247,b98f3f3b7.jpg,1714,1317,442,2156
1248,3b3df8749.jpg,3046,270,1472,4518
1249,4f64d3b50.jpg,4886,3929,5532,10418
1250,0fc3d194a.jpg,79448,3122,6105,85553
1251,bc0a90164.jpg,3628,1033,1889,5517
1252,05747b10b.jpg,1938,2631,0,1938
1253,c038c0588.jpg,7035,414,14514,21549
1254,b0e0b8842.jpg,16540,5159,6232,22772
1255,5a3db6845.jpg,10505,229,4471,14976
1256,a93b52e93.jpg,5328,1818,789,6117
1257,691680efc.jpg,417,3005,4027,4444
1258,416b3a2a5.jpg,1035,377,160,1195
1259,3a96940c6.jpg,4782,4870,2861,7643
1260,7e49d3022.jpg,7724,309,871,8595
1261,f8a3b9065.jpg,14103,608,3061,17164
1262,6da43d9fc.jpg,84804,13297,8108,92912
1263,dd9e0257b.jpg,20398,3574,82,20480
1264,35ce31284.jpg,3614,1791,3169,6783
1265,14cc1c6b0.jpg,22558,16897,193,22751
1266,6353833df.jpg,24798,5514,14169,38967
1267,cd59b3ff5.jpg,3611,1797,764,4375
1268,78adb31b9.jpg,8251,2445,5160,13411
1269,40b68e3bb.jpg,2272,44,2449,4721
1270,c33e20d0b.jpg,13346,13302,908,14254
1271,181d5197b.jpg,48133,11138,10024,58157
1272,37f4e9602.jpg,120830,12651,7560,128390
1273,34d73f3ad.jpg,3769,4541,7186,10955
1274,d4387afd3.jpg,3707,1803,88,3795
1275,6ea9f03a2.jpg,17365,4667,6425,23790
1276,a750dc23a.jpg,8508,1557,1218,9726
1277,1b6743f6e.jpg,8078,3856,207,8285
1278,4e5aabaae.jpg,18820,2009,1917,20737
1279,10bbf7cb3.jpg,5598,8556,57,5655
1280,34ee04d85.jpg,3789,946,43,3832
1281,a71e7121c.jpg,994,6861,4,998
1282,a9e7b571e.jpg,77262,26081,36138,113400
1283,4f77c0179.jpg,2608,2736,0,2608
1284,8651a4a06.jpg,3548,714,4722,8270
1285,2eae7322b.jpg,28991,2015,7821,36812
1286,d7c560ed5.jpg,90441,39382,750,91191
1287,db4867ee8.jpg,2158,5387,5544,7702
1288,4d586677e.jpg,3943,1296,6706,10649
1289,034941f9d.jpg,3563,1211,1538,5101
1290,848a1b795.jpg,11563,2714,784,12347
1291,1c8802c08.jpg,44527,15359,3905,48432
1292,5fccf97d8.jpg,5051,3174,3749,8800
1293,0e01b820c.jpg,46316,2909,13898,60214
1294,a29c6239f.jpg,30768,1171,12792,43560
1295,b8a7c74b3.jpg,20056,4069,2748,22804
1296,d0a0b9951.jpg,9285,6570,70,9355
1297,204bcfc88.jpg,1842,693,6317,8159
1298,e9c4686f0.jpg,2091,185,684,2775
1299,ac7e898e6.jpg,82688,9363,9087,91775
1300,d5a8b7ba4.jpg,34096,6132,2269,36365
1301,c60002bcd.jpg,2907,502,368,3275
1302,cc73c4765.jpg,0,1298,1619,1619
1303,3b58d7324.jpg,0,6712,3323,3323
1304,d0d0e589a.jpg,18598,9572,3542,22140
1305,dd345169c.jpg,3957,648,1114,5071
1306,e95faa0b1.jpg,8661,510,899,9560
1307,415dd1efd.jpg,74372,7767,4976,79348
1308,8dc0f0966.jpg,47582,6391,33,47615
1309,9e37ef709.jpg,6777,975,1727,8504
1310,ed69c5fcf.jpg,1168,1241,1980,3148
1311,69df9d97b.jpg,6286,9157,4622,10908
1312,471a0c83c.jpg,952,3133,6009,6961
1313,6181b0a92.jpg,6848,1767,4454,11302
1314,b5804f43f.jpg,561,943,12869,13430
1315,37acd89d2.jpg,1008,34,589,1597
1316,a9840c747.jpg,462,1717,0,462
1317,6f5299561.jpg,2357,7,1206,3563
1318,415252307.jpg,32140,6640,1466,33606
1319,4b09a3911.jpg,4514,527,9020,13534
1320,984c6e129.jpg,24422,3459,4132,28554
1321,74b25b3a2.jpg,10391,4535,97,10488
1322,ac550233a.jpg,697,320,2134,2831
1323,ea54f9247.jpg,1700,6,966,2666
1324,e57efd4b4.jpg,1780,1048,45,1825
1325,649890305.jpg,2024,295,660,2684
1326,fb565bc91.jpg,4872,2006,737,5609
1327,adfc5f0e0.jpg,6864,7983,2933,9797
1328,b5967f1ce.jpg,27349,1377,11008,38357
1329,e622e319f.jpg,4092,325,400,4492
1330,f6eb68937.jpg,25250,2180,4966,30216
1331,9a064450d.jpg,21052,7357,235,21287
1332,90b461f2a.jpg,5276,389,45,5321
1333,de7e172fb.jpg,12782,1053,3780,16562
